contract,trading_day,event_count,closed_by_opposing_event_count,stop_loss_count,unresolved_count,closed_by_opposing_event_rate,stop_loss_rate,unresolved_rate,average_R,total_R,expectancy_R
NQZ21-CME,2021-09-14,8728,6274,2454,0,0.7188359303391384,0.2811640696608616,0.0,-0.012682953739550896,-110.69682023880023,-0.012682953739550896
NQZ21-CME,2021-09-15,9245,6600,2645,0,0.7138994050838291,0.2861005949161709,0.0,-0.020814132389308227,-192.42665393915456,-0.020814132389308227
NQZ21-CME,2021-09-16,12169,8598,3571,0,0.7065494288766538,0.2934505711233462,0.0,-0.04570296751720407,-556.1594117168563,-0.04570296751720407
NQZ21-CME,2021-09-19,20454,14472,5982,0,0.7075388677031388,0.29246113229686127,0.0,-0.028199049204007166,-576.7833524187625,-0.028199049204007166
NQZ21-CME,2021-09-20,16217,11541,4676,0,0.7116606030708515,0.28833939692914845,0.0,0.005209745510058077,84.48644293661184,0.005209745510058077
NQZ21-CME,2021-09-21,15697,11359,4338,0,0.7236414601516213,0.27635853984837866,0.0,-0.023074388824072724,-362.19868137146955,-0.023074388824072724
NQZ21-CME,2021-09-22,10974,7834,3140,0,0.7138691452524148,0.2861308547475852,0.0,-0.021555321017689404,-236.54809284812353,-0.021555321017689404
NQZ21-CME,2021-09-23,10017,7098,2919,0,0.7085953878406709,0.2914046121593291,0.0,-0.02910670098998509,-291.56182381668066,-0.02910670098998509
NQZ21-CME,2021-09-26,12440,8805,3635,0,0.7077974276527331,0.2922025723472669,0.0,0.015223389575394809,189.37896631791142,0.015223389575394809
NQZ21-CME,2021-09-27,21990,15632,6358,0,0.710868576625739,0.289131423374261,0.0,0.019016103832954396,418.1641232866672,0.019016103832954396
NQZ21-CME,2021-09-28,17632,12613,5019,0,0.7153470961887477,0.28465290381125224,0.0,0.005404681406529984,95.29534255993667,0.005404681406529984
NQZ21-CME,2021-09-29,18161,12965,5196,0,0.7138924068057926,0.28610759319420737,0.0,-0.010988686586780176,-199.56553710251478,-0.010988686586780176
NQZ21-CME,2021-09-30,19167,13871,5296,0,0.723691761882402,0.27630823811759797,0.0,-0.002764737659100608,-52.99172671198136,-0.002764737659100608
NQZ21-CME,2021-10-03,21091,15054,6037,0,0.7137641648096344,0.28623583519036555,0.0,-0.004344916967283532,-91.63864375697698,-0.004344916967283532
NQZ21-CME,2021-10-04,14213,10247,3966,0,0.7209596847956097,0.2790403152043903,0.0,0.0042679060325913785,60.65974844122127,0.0042679060325913785
NQZ21-CME,2021-10-05,19917,14405,5512,0,0.7232514936988502,0.2767485063011498,0.0,0.0356661400008809,710.3625103975448,0.0356661400008809
NQZ21-CME,2021-10-06,11188,7925,3263,0,0.7083482302466929,0.2916517697533071,0.0,-0.049906993383738406,-558.3594419772653,-0.049906993383738406
NQZ21-CME,2021-10-07,14746,10719,4027,0,0.7269089922690899,0.27309100773091005,0.0,0.010703572158264969,157.83487504577522,0.010703572158264969
NQZ21-CME,2021-10-10,12491,8897,3594,0,0.7122728364422384,0.28772716355776157,0.0,-0.04905191357624294,-612.7074524808505,-0.04905191357624294
NQZ21-CME,2021-10-11,16880,12111,4769,0,0.7174763033175355,0.28252369668246446,0.0,-0.021942333308773654,-370.3865862520993,-0.021942333308773654
NQZ21-CME,2021-10-12,15534,11150,4384,0,0.717780352774559,0.28221964722544096,0.0,-0.014197759628475885,-220.5479980687444,-0.014197759628475885
